"Id_Student"; " Student_sex ";" Carrer ";" Number_Enrollment ";" Number_Repetition ";" Self_Perfomance ";" Group ";" Id_Course ";" Id_Carrer ";" Id_Subject ";" Shared ";" Id_Professor ";" Professor_sex ";" Department ";" C_12 ";" C_13 ";" C_14 ";" C_15 ";" C_16 ";" C_17 ";" C_18 ";" C_19 ";" C_20 ";" C_21 ";" C_22 ";" C_23 ";" C_24 ";" C_25 ";" C_26 ";" C_27 ";" C_28 ";" C_29 ";" C_30 ";" C_31 ";" C_32 ";" C_33 ";" C_34 ";" C_35 ";" C_36_Strength ";" C37_Weaknesses "
8689; 1; " Biology "; 6; 1; 3; 1; 569; 5; 276; 0; 124; 1;" ICN; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 1; 1; 5; 5; Has excellent management of the theme ";
8690; 1; " Biology "; 7; 1; 4; 1; 569; 5; 276; 0; 124; 1;" ICN "; 5; 5; 5; 5; 5; 5; 5; 4; 5; 4; 5; 4; 5; 5; 5; 5; 5; 4; 4; 4; 1; 1; 5; 5;" Good teachers dictating the class specialized in each group ";" Should give more economic support more time in matters of matter "
8691; 1; " Biology "; 7; 1; 5; 1; 569; 5; 276; 0; 124; 1;" ICN; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 4; 1; 1; 5; 5;;
8663; 1; " Biology "; 12; 1; 4; 1; 392; 5; 186; 0; 203; 1;" ICN "; 4; 5; 5; 5; 4; 5; 4; 5; 5; 3; 4; 5; 4; 5; 4; 4; 5; 4; 4; 4; 1; 1; 4; 4;" The management and appreciation of the thematics, as well as the group of auxiliary students of the research group ";" Although it is very necessary, the monitor given by the department is not a suitable person for the subject in question of the subject "
9929; 1; " Biology "; 4; 2; 4; 14; 92; 5; 43; 0; 520; 0;" Mathematics "; 3; 3; 3; 4; 1; 4; 5; 3; 3; 3; 1; 3; 4; 3; 2; 2; 2; 4; 4; 4; 1; 1; 4; 4;" It presents clarity to explain and make oneself understood, it worries that the students understand ";" The one who starts the afternoon class, does not correctly qualify the work in class "
9441; 1; " Biology "; 10; 3; 3; 1; 81; 5; 43; 0; 536; 1;" Mathematics "; 4; 4; 3; 3; 2; 3; 2; 3; 3; 3; 1; 1; 2; 3; 2; 2; 2; 4; 4; 4; 1; 1; 3; 3;;
9587; 0; " Biology "; 7; 1; 3; 3; 83; 5; 43; 0; 497; 1;" Mathematics "; 4; 4; 4; 5; 4; 4; 3; 3; 2; 3; 3; 2; 3; 2; 1; 1; 3; 4; 4; 4; 2; 1; 4; 3;;
9594; 1; " Biology "; 3; 1; 2; 3; 83; 5; 43; 0; 497; 1;" Mathematics "; 4; 3; 5; 4; 4; 5; 3; 5; 5; 5; 1; 3; 4; 5; 1; 1; 1;; 4; 5; 2; 2; 4; 4;;
9686; 1; " Biology "; 9; 3; 2; 8; 86; 5; 43; 0; 500; 1;" Mathematics "; 5; 5; 5; 5; 5; 5; 4; 4; 3; 3; 3; 3; 5; 5; 3; 3; 3; 4; 3; 3; 2; 1; 4; 4;" disposition to teach and help us to parender the topics treated ";" More time for out-of-class students to clarify doubts "
9809; 0; " Biology "; 5; 2; 3; 12; 90; 5; 43; 0; 485; 0;" Mathematics "; 4; 4; 5; 5; 3; 5; 4; 4; 3; 4; 1; 1; 4; 2; 3; 5; 5; 4; 5; 5; 1; 1; 4; 4;" She is a very patient teacher and always attends to all the concerns no matter what ";
9810; 0; " Biology "; 12; 4; 4; 12; 90; 5; 43; 0; 485; 0;" "; 5; 5; 5; 5; 5; 5; 5; 3; 3; 5; 5; 5; 5; 5; 5; 5; 5; 4; 5; 1; 1; 1; 5; 5;" The teacher manages to understand the subjects of the subjects and always responds ADECUADAMENETE the doubts ";" This PARTICULAR group had overpopulation with fewer students it would have been better to develop the classes "
9882; 0; " Biology "; 2; 1; 2; 13; 91; 5; 43; 0; 521; 1;" Mathematics "; 3; 5; 3; 3; 3; 3; 2; 5; 4; 3; 1; 3; 3; 3; 4; 1; 3; 3; 3; 2; 2; 1; 3; 3;;
9883; 0; " Biology "; 10; 2; 3; 13; 91; 5; 43; 0; 521; 1;" Mathematics "; 4; 4; 5; 4; 4; 4; 5; 5; 5; 5; 1; 1; 4; 5; 4; 4; 4; 5; 4; 4; 2; 1; 4; 4;;
9899; 1; " Biology "; 1; 1; 2; 13; 91; 5; 43; 0; 521; 1;" Mathematics "; 5; 5; 5; 4; 2; 5; 5; 5; 4; 4; 5; 1; 5; 3; 4; 2; 5; 4; 5; 4; 2; 1; 5; 5;" Explain clearly and pay close attention to the students, it is fair impartial and punctual, it is also little boring ";" Do not ENFATISA to follow up on the complicated equations that appear in the partials. There are concepts but not much technique to solve problems "
9534; 1; " Biology "; 10; 3; 3; 2; 82; 5; 43; 0; 487; 0;" Mathematics "; 4; 4; 3; 3; 2; 3; 2; 3; 3; 3; 1; 1; 2; 3; 2; 2; 2; 4; 4; 4; 1; 1; 3; 3;;
9921; 0; " Biology "; 8; 4; 3; 14; 92; 5; 43; 0; 520; 0;" Mathematics "; 4; 4; 4; 4; 3; 4; 3; 1; 1; 2; 2; 3; 5; 4; 4; 3;; 4; 4; 4; 1; 1; 5; 3; It is good explaining and promoting activities that encourage the learning of each important subject, ESL workshop that evaluates helps a lot to understand the topics ";" Sometimes he writes a lot on the board "
9533; 1; " Biology "; 3; 1; 3; 2; 82; 5; 43; 0; 487; 0;" Mathematics "; 2; 3; 2; 3; 1; 2; 4; 4; 3; 4; 3; 1; 2; 5; 2; 3; 5; 3; 4; 3; 2; 1; 2; 4;" Performs tasks ";
9930; 1; " Biology "; 4; 2; 4; 14; 92; 5; 43; 0; 520; 0;" Mathematics "; 4; 3; 3; 5; 2; 4; 4; 3; 4; 4; 1; 2; 4; 3; 4; 4; 4; 4; 4; 3; 1; 1; 4; 4;" It is clear to explain things, is easily understood, does quite a few exercises on the board ";" Workshops should be qualified for having done it, not for doing it right. "
10135; 1; " Biology "; 11; 4; 5; 21; 97; 5; 43; 0; 524; 1;" "; 4; 5; 5; 5; 5; 5; 5; 5; 5; 5; 3; 3; 5; 4; 3; 3; 5; 5; 5; 5; 1; 1; 5; 4;" Explains the issues clearly, answers questions. ";" No
10134; 1; " Biology "; 11; 2; 4; 21; 97; 5; 43; 0; 524; 1;" Mathematics "; 5; 5; 5; 5; 5; 5; 5; 4; 5; 5; 1; 4; 5; 4; 2; 4; 4; 4; 4; 4; 2; 2; 5; 4;" Knowledge of the subject ";
10016; 1; " Biology "; 4; 1; 3; 19; 95; 5; 43; 0; 523; 1;" Mathematics "; 4; 4; 5; 5; 3; 5; 5; 5; 5; 5; 4; 3; 5; 4; 3; 3; 4; 4; 3; 2; 2; 1; 5; 4;;
10061; 1; " Biology "; 10; 3; 3; 20; 96; 5; 43; 0; 524; 1;" Mathematics "; 5; 5; 5; 5; 5; 5; 5; 3; 3; 5; 4; 4; 5; 5; 5; 4; 4; 4; 4; 4; 1; 1; 5; 4;" Excellent topic management and methodology to explain ";" No
10122; 0; " Biology "; 11; 4; 3; 21; 97; 5; 43; 0; 524; 1;" Mathematics "; 5; 5; 5; 5; 5; 5; 4; 4; 4; 4; 4; 2; 4; 4; 2; 2; 2; 4; 3; 3; 2; 2; 4; 4;" It explains the topics well ";
10121; 0; " Biology "; 11; 3; 3; 21; 97; 5; 43; 0; 524; 1;" Mathematics "; 5; 5; 5; 5; 5; 5; 4; 3; 1; 3; 4; 2; 5; 3; 4; 4; 4; 4; 4; 5; 2; 2; 5; 3;" Explains the issues clearly, is willing to help with doubts. It prepares the classes very well and never ceases to attend ";" No
10120; 0; " Biology "; 10; 2; 3; 21; 97; 5; 43; 0; 524; 1;" Mathematics "; 5; 5; 5; 5; 5; 5; 4; 2; 2; 3; 4; 4; 4; 4; 4; 3; 3; 4; 4; 3; 2; 2; 4; 3;" Explains well ";
10119; 0; " Biology "; 8; 3; 3; 21; 97; 5; 43; 0; 524; 1;" Mathematics "; 5; 5; 5; 5; 5; 4; 4; 3; 3; 4; 2; 3; 5; 4; 4; 3; 4; 4; 4; 3; 2; 1; 4; 4;" The teacher explains the appropriate wood issues, sometimes citing examples of situations in which the knowledges can be applied ";" WN sometimes adds topics that although interesting may be confusing the student a bit. "
9900; 1; " Biology "; 4; 2; 3; 13; 91; 5; 43; 0; 521; 1;" Mathematics "; 3; 5; 4; 2; 4; 3; 3; 1; 2; 2; 1; 1; 3; 5; 1; 3; 3; 3; 4; 3; 2; 1; 3; 3;;
9082; 0; " Biology "; 2; 1; 4; 15; 15; 5; 3; 0; 471; 1;" Mathematics "; 4; 3; 5; 5; 3; 4; 4; 3; 3; 3; 1; 3; 3; 5; 1; 4; 5; 5; 5; 5; 2; 2; 4; 4;;
8708; 0; " Biology "; 10; 1; 3; 1; 604; 5; 306; 0; 3; 1;" Biology "; 5; 5; 5; 3; 5; 5; 4; 4; 5; 4; 4; 4; 3; 4; 4; 4; 3; 3; 2; 5; 1; 1; 3; 3;; The assigned MONITOR had NO IDEA of the matter, or even of some biology, as it was geology so it was just as support to help the teacher organize the lab and collect workshops or partials "
8709; 1; " Biology "; 6; 1; 4; 1; 604; 5; 306; 0; 3; 1;" Biology "; 5; 4; 4; 5; 5; 5; 4; 3; 4; 4; 4; 3; 3; 3; 3; 2; 3; 3; 3; 4; 1; 2; 4; 4;" The teacher is attentive to the students, manages the subject well, is patient and right in the grades. matter is well structured and INTEGRAL ";" The teacher lacks a little improvement in the use of the long and the organization of the topics "
8710; 1; " Biology "; 6; 1; 5; 1; 604; 5; 306; 0; 3; 1;" Biology "; 5; 4; 4; 5; 5; 5; 4; 4; 5; 4; 4; 4; 3; 4; 4; 2; 3; 5; 3; 5; 1; 1; 4; 4;;
8711; 1; " Biology "; 7; 1; 3; 1; 604; 5; 306; 0; 3; 1;" Biology "; 4; 5; 4; 4; 5; 4; 3; 3; 4; 3; 1; 3; 3; 4; 2; 1;; 4; 4; 4; 1; 1; 4; 3; That the teacher promotes self-taught work. On the subject I consider it advisable a better organization of the Times and that the MONITOR knows well the thematic of study ";" On the teacher to this you need to show more images leaning for example of presentations to generate greater clarity on the topic "
8712; 1; " Biology "; 8; 1; 3; 1; 604; 5; 306; 0; 3; 1;" "; 5; 5; 5; 5; 5; 5; 5; 4; 3; 3; 2; 5; 5; 5; 4; 4; 3; 4; 5; 5; 1; 1; 5; 4;" A clear form of teaching is promoted to the COMPLENMENTAR the theoretical part with the practice, favouring a better learning ";" It is limited only to the anatomy COMPARANDA, not to function of factors applied to the ecology and aspects FAUNA function "
8713; 1; " Biology "; 9; 1; 3; 1; 604; 5; 306; 0; 3; 1;" Biology "; 5; 5; 4; 5; 5; 5; 4; 3; 5; 4; 3; 5; 5; 5; 5; 4; 5; 3; 4; 5; 1; 1; 5; 5;" The subject helps to a greater understanding of the structures of the different vertebrates ";" Suddenly a literature of muscle support "
8714; 1; " Biology "; 10; 1; 4; 1; 604; 5; 306; 0; 3; 1;" "; 5; 3; 5; 5; 5; 5; 5; 5; 4; 4; 5; 4; 4; 5; 5; 4; 5; 4; 3; 5; 1; 1; 5; 4;" It has a practical and self-taught strong component, promotes the assimilation of knowledge from the direct and close study of the animals taught, reinforcing the socialization of data ";" It has an emphasis too deep in the first subjects of anatomy, leaving then very little time for the important final issues as the different systems "
8715; 1; " Biology "; 10; 1; 4; 1; 604; 5; 306; 0; 3; 1;" Biology "; 5; 5; 4; 5; 5; 5; 4; 4; 5; 4; 5; 4; 4; 4; 4; 3; 5; 5; 4; 4; 1; 1; 4; 4;" The teacher strives because we develop the most appropriate learning strategies to understand the compared anatomy ";
8896; 1; " Biology "; 3; 1; 3; 7; 9; 5; 3; 0; 538; 1;" Mathematics "; 4; 4; 5; 4; 4; 5; 4; 4; 4; 4; 2; 3; 4; 4; 1; 1; 1; 3; 4; 4; 2; 1; 4; 4;;
10173; 1; " Biology "; 12; 3; 4; 22; 98; 5; 43; 0; 521; 1;" Mathematics "; 4; 5; 4; 5; 5; 5; 5; 4; 3; 5; 4; 5; 5; 5; 4; 3; 5; 4; 4; 4; 2; 2; 5; 4;" Good mastery of the subjects ";" The subject should have special groups for the biosciences, because you should not mix race people related to mathematics where the demand is higher "
8925; 1; " Biology "; 3; 1; 4; 8; 10; 5; 3; 0; 520; 0;" Mathematics "; 5; 5; 4; 5; 5; 3; 5; 5; 3; 5; 1; 3; 5; 3; 4; 3; 5; 4; 4; 2; 1; 1; 5; 4;;
8707; 0; " Biology "; 8; 1; 5; 1; 604; 5; 306; 0; 3; 1;" "; 5; 5; 5; 5; 5; 5; 4; 5; 4; 5; 5; 5; 4; 5; 5; 5; 5; 3; 3;; 1; 1; 4; 4; The person who chose this semester as a MONITOR was not suitable. In addition, he was not present in all classes. "
9090; 1; " Biology "; 6; 3; 4; 15; 15; 5; 3; 0; 471; 1;" Mathematics "; 4; 3; 4; 4; 3; 4; 3; 4; 4; 3; 3; 3; 2; 4; 3; 4; 4; 4; 4; 2; 2; 1; 2; 3;" Help your madness to catch the attention ";" It's SUPER messy. "
9405; 0; " Biology "; 1; 1; 3; 1; 81; 5; 43; 0; 536; 1;" Mathematics "; 3; 3; 2; 3; 1; 2; 3; 4; 4; 2; 1; 1; 2; 2; 4; 1; 1; 3; 4; 4; 1; 1; 4; 4;" has fluency ";" Does not allow the approach "
9440; 1; " Biology "; 3; 1; 3; 1; 81; 5; 43; 0; 536; 1;" Mathematics "; 2; 3; 2; 3; 1; 5; 4; 4; 3; 4; 3; 1; 2; 5; 2; 3; 5; 3; 4; 3; 2; 1; 4; 5;" The use of TECONOLOGIA was extremely appropriate for the course development ";
8652; 1; " Biology "; 7; 1; 4; 1; 392; 5; 186; 0; 203; 1;" ICN "; 4; 5; 4; 4; 4; 4; 4; 5; 5; 4; 5; 5; 4; 4; 5; 4; 5; 4; 4; 4; 1; 1; 4; 4;" That the class makes it enjoyable ";" That is very demanding when it comes to qualifying does not consider why the student responded that and there is no feedback after each test or report "
10282; 0; " Biology "; 8; 2; 3; 27; 102; 5; 43; 0; 276; 1;" Mathematics "; 4; 4; 5; 5; 5; 4; 5; 3; 2; 4; 1; 1; 5; 3; 5; 5; 5; 4; 4; 4; 1; 1; 4; 4;" It is very neat and concrete explains well ";" COPNSIDERO that the subject should be for a smaller group to increase the comprehension of the topic "
8699; 0; " Biology "; 6; 1; 4; 1; 604; 5; 306; 0; 3; 1;" Biology "; 5; 4; 4; 5; 5; 5; 5; 4; 5; 5; 5; 3; 2; 2; 3; 3; 3; 3; 4; 4; 2; 1; 4; 5;" Matter has excellent content. The teacher is enthusiastic ";" The matter is very dense and does not allow much depth as it is too much subject. The teacher presents favoritism or grudges with some students "
10226; 1; " Biology "; 3; 1; 4; 24; 100; 5; 43; 0; 479; 1;" Mathematics "; 4; 3; 3; 2; 3; 4; 4; 3; 4; 4; 2; 4; 4; 3; 4; 3; 3; 4; 4; 5; 2; 1; 4; 4;;
10222; 0; " Biology "; 2; 1; 4; 24; 100; 5; 43; 0; 479; 1;" Mathematics "; 4; 5; 4; 5; 5; 5; 4; 2; 4; 5; 1; 1; 5; 5; 5; 3; 5; 4; 4; 4; 2; 2; 5; 4;" Explains very well is neatly ordained ";" Not to have hours of attention outside of the timetable in which there is class "
9498; 0; " Biology "; 1; 1; 3; 2; 82; 5; 43; 0; 487; 0;" Mathematics "; 3; 3; 2; 3; 1; 2; 3; 4; 4; 2; 1; 1; 2; 2; 4; 1; 1; 3; 4; 4; 1; 1; 1; 3;" The subject is important, and useful for professional life ";" It does not explain well, it confuses and confuses us, does not attend class, does not answer the questions made satisfactorily, is mistaken doing and correcting the partials, mocks us for losing. Explains mistakenly exercises "
8897; 1; " Biology "; 7; 2; 3; 7; 9; 5; 3; 0; 538; 1;" Mathematics "; 4; 5; 5; 3; 3; 3; 4; 4; 4; 4; 2; 4; 5; 3; 1; 1; 3; 3; 3; 4; 2; 2; 4; 4;;
8531; 0; " Biology "; 3; 1; 4; 2; 52; 5; 22; 1; 57; 0;" ICN ";;;;;;; 5; 5; 5; 4;;;;;;;;; 3; 4; 3; 1; 1;; 4; " Subject the lack of some good microscopes "
8562; 0; " Biology "; 8; 1; 5; 1; 54; 5; 25; 0; 253; 1;" Biology "; 4; 5; 5; 4; 3; 5; 5; 5; 5; 5; 3; 5; 5; 5; 5; 3; 5; 4; 4; 4; 2; 2; 5; 5;" It is clear and punctual in his explanations, he is very interested that the student understands the topic ";
8539; 0; " Biology "; 5; 1; 4; 2; 52; 5; 22; 1; 57; 0;" ICN "; 5; 5; 5; 5; 5; 5; 5; 5; 5; 4; 5; 5; 5; 5; 5; 4; 5; 1; 2; 1; 1; 1; 5; 4;" Explains very well ASIGNATURA educational laboratories ";" Subject I suggest dividing it into 2 and new and better individuals "
8538; 0; " Biology "; 5; 1; 4; 2; 52; 5; 22; 1; 57; 0;" ICN "; 5; 5; 5; 5; 5; 5; 3; 5; 5; 4; 5; 5; 5; 3; 3; 4; 1; 1; 5; 4;" is very friendly and explains very clear subject the theme is very interesting and the laboratory complements the theory well ";" Subject tries to cover too many topics is better to see more general things but explain better "
8537; 0; " Biology "; 5; 1; 3; 2; 52; 5; 22; 1; 57; 0;" ICN "; 5; 5; 5; 5; 3; 5; 3; 3; 4; 3; 2; 5; 5; 5; 5; 5; 5; 3; 3; 3; 1; 1; 4; 3;" Clear explanations ";" Very few subject classes try to cover too many subjects and everything looks very hurriedly there was no gradual feedback of the monograph only a FINAL delivery "
8536; 0; " Biology "; 4; 1; 4; 2; 52; 5; 22; 1; 57; 0;" ICN "; 5; 5; 5; 5; 4; 4; 3; 4; 4; 3; 3; 5; 5; 3; 3; 3; 5; 3; 3; 5; 1; 1; 4; 3;" The thematics were clear and promoted the reading of scientific articles ";" It took group work activities subject is too much subject and you can not have a complete learning of everything "
8535; 0; " Biology "; 4; 1; 4; 2; 52; 5; 22; 1; 57; 0;" ICN "; 5; 5; 5; 4; 5; 5; 3; 3; 2; 1; 5; 5; 5; 5; 5; 5; 5; 2; 4; 3; 1; 1; 5; 2;;" Subject is a disorganized matter, the labs are not synchronized with the theoretical classes. Passing this matter does not represent any difficulty, you just have to have memory... It's the worst matter I've ever seen. "
8534; 0; " Biology "; 3; 1; 4; 2; 52; 5; 22; 1; 57; 0;" ICN "; 5; 5; 5; 5; 5; 5; 4; 1; 5; 4; 5; 5; 5; 5; 5; 5; 5; 2; 4; 5; 6; 1; 5; 4;;
8540; 0; " Biology "; 6; 1; 3; 2; 52; 5; 22; 1; 57; 0;" ICN ";;;;;;; 4; 5; 5; 4;;;;;;;;; 4; 4; 3; 1; 1; 4; 4;;
8532; 0; " Biology "; 3; 1; 4; 2; 52; 5; 22; 1; 57; 0;" ICN "; 5; 5; 5; 5; 4; 5; 4; 5; 5; 5; 4; 4; 5; 4; 5; 3; 4; 4; 4; 3; 1; 1; 4; 4;;
8651; 1; " Biology "; 6; 1; 4; 1; 392; 5; 186; 0; 203; 1;" ICN "; 3; 4; 3; 4; 3; 4; 3; 4; 3; 2; 4; 4; 3; 4; 4; 4; 4; 4; 4; 4; 1; 1; 3; 3; His knowledge of some groups ";" Something untidy and without objectives in the activities "
8530; 0; " Biology "; 3; 1; 3; 2; 52; 5; 22; 1; 57; 0;" ICN "; 5; 5; 5; 5; 5; 5; 4; 5; 4; 4; 5; 4; 5; 5; 5; 5; 5; 4; 4; 2; 1; 1; 4; 4;" Clear in his explanations ";
8529; 1; " Biology "; 13; 3; 5; 1; 51; 5; 22; 1; 57; 0;" ICN "; 5; 5; 5; 5; 5; 5; 3; 3; 3; 3; 3; 5; 5; 5; 5; 5; 5; 4; 3; 3; 1; 1; 5; 4;;
8528; 1; " Biology "; 12; 5; 5; 1; 51; 5; 22; 1; 57; 0;" ICN "; 5; 5; 5; 5; 5; 5; 4; 4; 5; 4; 5; 5; 5; 5; 5; 5; 5; 3; 2; 4; 1; 1; 5;;;
8527; 1; " Biology "; 9; 2; 4; 1; 51; 5; 22; 1; 57; 0;" ICN "; 4; 5; 5; 5; 5; 5; 3; 2; 2; 2;;;;;;;; 3; 3; 1; 1; 1; 4; 2; " It's pretty ";" N/A "
8526; 1; " Biology "; 7; 2; 4; 1; 51; 5; 22; 1; 57; 0;" Men "; 5; 5; 5; 5; 4; 5; 5; 5; 5; 4; 5; 5; 5; 5; 5; 5; 5; 5; 4; 4; 1; 1; 5; 5;" Appropriation of knowledge ";
8525; 1; " Biology "; 7; 1; 4; 1; 51; 5; 22; 1; 57; 0;" Men "; 5; 5; 5; 5; 5; 5; 4; 5; 4; 4; 5; 5; 5; 5; 5; 5; 5; 3; 3; 4; 1; 1; 5; 4;;
8524; 1; " Biology "; 7; 1; 3; 1; 51; 5; 22; 1; 57; 0;" ICN "; 5; 5; 5; 5; 4; 5; 3; 4; 3; 2; 3; 5; 5; 2; 3; 2; 5; 3; 2; 2; 1; 1; 4; 3;" The class is DIDACTICA and interesting ";" (Subject: Monotonous and very based on memory) "
8533; 0; " Biology "; 3; 1; 4; 2; 52; 5; 22; 1; 57; 0;" ICN "; 5; 5; 5; 5; 5; 5; 4; 4; 5; 4; 4; 5; 5; 4; 5; 4; 5; 4; 4; 4; 1; 1; 5; 4;;
8550; 1; " Biology "; 5; 1; 5; 2; 52; 5; 22; 1; 57; 0;" ICN "; 5; 5; 5; 4; 5; 5; 5; 5; 5; 4; 2; 5; 5; 5; 4; 5; 5; 4; 3; 4; 1; 1; 4; 4;" Subject is very interesting. Contains relevant information ";" Subject is a very short compilation of the issues that need EXTENSION "
8561; 0; " Biology "; 6; 1; 4; 1; 54; 5; 25; 0; 253; 1;" "; 4; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 4; 3; 4; 2; 2; 5; 5;" Absolute dominance of the subject, enthusiasm at the moment of Obcencic, arouses interest ";
8560; 0; " Biology "; 4; 1; 4; 1; 54; 5; 25; 0; 253; 1;" "; 5; 5; 5; 5; 5; 5; 5; 4; 5; 5; 4; 5; 5; 5; 5; 5; 5; 4; 3; 5; 2; 2; 5; 5;" Invites the student and urges him to develop an analysis of the information he obtains from the teacher of texts and practical works ";" The Division manager in which it is developed lacks optimal equipment and is not enough for all that the teacher wants to teach "
8559; 0; " Biology "; 10; 1; 3; 1; 53; 5; 24; 0; 127; 1;" ICN "; 5; 4; 5; 5; 3; 5; 5; 4; 4; 4; 4; 5; 5; 5; 4; 3; 5; 3; 3; 4; 2; 1; 4; 4;" Enthusiasm in classes, gives students motivation ";" Better resources in the classroom "
8558; 0; " Biology "; 9; 1; 4; 1; 53; 5; 24; 0; 127; 1;" ICN "; 5; 4; 5; 5; 5; 5; 4; 3; 5; 5; 4; 3; 3; 5; 4; 4; 5; 4; 4; 4; 2; 1; 5; 5;;" It should be a diciplinar course and not a free choice. "
8557; 0; " Biology "; 8; 1; 5; 1; 53; 5; 24; 0; 127; 1;" ICN "; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 3; 4; 5; 2; 2; 5; 5; The love of teaching and excellent pedagogical strategies ";
8556; 0; " Biology "; 8; 1; 5; 1; 53; 5; 24; 0; 127; 1;" ICN "; 5; 5; 5; 5; 5; 5; 5; 4; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 2; 1; 5; 5;" The teacher has a wide knowledge of the topic in particular and related topics, so the information is very complete. Besides, you can tell he likes what he does. "
8555; 0; " Biology "; 8; 1; 4; 1; 53; 5; 24; 0; 127; 1;" ICN "; 4; 4; 5; 5; 5; 5; 4; 3; 3; 4; 4; 3; 4; 5; 5; 2; 5; 5; 5; 5; 2; 2; 4; 4;" The teacher is cordial and explains well ";" The impossibility of outputs that are necessary for the delivery of work "
8701; 0; " Biology "; 6; 1; 5; 1; 604; 5; 306; 0; 3; 1;" Biologics "; 5; 5; 5; 5; 5; 5; 4; 5; 5; 4; 5; 3; 3; 4; 5; 3; 3; 4; 4; 4; 1; 1; 5; 4;" The continuous use of the laboratory MATERIAL gives a lot of dynamics to the course ";" The MONITOR did not have enough knowledge to support students ' learning
8551; 1; " Biology "; 6; 1; 5; 2; 52; 5; 22; 1; 57; 0;" ICN ";;;;;;; 3; 3; 3; 3;;;;;;;;; 4; 3; 3; 1; 1;; 3;;
8521; 1; " Biology "; 3; 1; 5; 1; 51; 5; 22; 1; 57; 0;" ICN "; 5; 5; 5; 4; 5; 4; 4; 4; 5; 5; 3; 4; 5; 2; 5; 4; 5; 1; 3; 1; 1; 1; 4; 5;;
8549; 1; " Biology "; 4; 1; 4; 2; 52; 5; 22; 1; 57; 0;" ICN "; 5; 4; 4; 4; 4; 4; 2; 5; 5; 1; 2; 5; 3; 1; 2; 2; 2; 3; 1; 1; 1; 1; 3; 1;" Knowledge and management of subject matter is a subject that speaks of animals ";" Mismanagement of time course bad organization, little connection between modules, little advice on the work, wasted the laboratory space in the first module and poor articulation with the curriculum. It is of the worst subjects that "
8548; 1; " Biology "; 4; 1; 4; 2; 52; 5; 22; 1; 57; 0;" ICN ";;;;;;; 4; 5; 5; 4;;;;;;;;; 4; 3; 2; 1; 1;; 4; " ANIMAL biology subject ";" None, the best teacher ANIMAL Biology subject "
8547; 1; " Biology "; 4; 1; 4; 2; 52; 5; 22; 1; 57; 0;" ICN ";;;;;;; 3; 4; 5; 2;;;;;;;;; 4; 4; 4; 1; 1;; 3;;
8546; 1; " Biology "; 4; 1; 3; 2; 52; 5; 22; 1; 57; 0;" ICN "; 5; 5; 5; 5; 5; 5; 3; 3; 5; 3; 5; 1; 5; 1; 5; 4; 4; 4; 4; 4; 1; 1; 4; 3;" Subject is a basic ASIGNATUTA for the race ";" Subject the exercise of monography does not contribute to the career in GENERAL "
8545; 1; " Biology "; 3; 1; 4; 2; 52; 5; 22; 1; 57; 0;" ICN "; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 1; 5; 5; 5; 5; 5; 5; 3; 4; 4; 1; 1; 5; 5;;
8544; 1; " Biology "; 3; 1; 4; 2; 52; 5; 22; 1; 57; 0;" ICN "; 5; 5; 5; 5; 5; 5; 3; 5; 4; 5; 3; 1; 5; 3; 5; 5; 5; 4; 4; 3; 1; 1; 4; 4;" Way of attracting the attention of the students to the topic subject the diversity of topics ";
8543; 1; " Biology "; 3; 1; 4; 2; 52; 5; 22; 1; 57; 0;" ICN "; 5; 5; 5; 4; 3; 5; 4; 5; 5; 4; 3; 3; 4; 4; 3; 4; 5; 4; 4; 4; 1; 1; 4; 4;;
8552; 1; " Biology "; 7; 2; 4; 2; 52; 5; 22; 1; 57; 0;" ICN ";;;;;;; 4; 4; 5; 3;;;;;;;;; 3; 4; 3; 1; 1;; 4;;
8491; 0; " Biology "; 14; 1; 3; 1; 35; 5; 17; 0; 348; 0;" ICN "; 5; 5; 5; 5; 4; 4; 4; 5; 5; 3; 5; 3; 5; 4; 5; 1; 1; 3; 4; 4; 1; 1; 4; 3;;
8500; 0; " Biology "; 3; 1; 4; 1; 51; 5; 22; 1; 57; 0;" ICN "; 5; 5; 4; 4; 4; 5; 3; 4; 5; 4; 3; 3; 4; 4; 4; 4; 5; 3; 3; 4; 1; 1; 4; 4;;
8499; 0; " Biology "; 3; 1; 3; 1; 51; 5; 22; 1; 57; 0;" ICN "; 5; 5; 5; 5; 5; 5; 4; 4; 5; 5; 1; 1; 3; 1; 5; 1; 1; 4; 4; 4; 1; 1; 5; 4;;
8498; 0; " Biology "; 3; 1; 3; 1; 51; 5; 22; 1; 57; 0;" ICN "; 4; 4; 4; 3; 3; 4; 4; 5; 4; 3; 3; 3; 3; 3; 3; 3; 3; 2; 3; 4; 1; 1; 3; 4;;
